Reference_type,access_date,alternate_title,author,date,edition,externalBibCode,internal_taxon_id,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,,"Al-Safadi, M.M.",,,,59812,,,,,203-209,,,,Hydrobiologia,,,Published,"A pilot study of lake Ma'rib, Yemen",journal article,,315,1995
Assessment,,,"Giles, G.B. ",,,,59812,,,,,15-Sep,,,,"Tribulus, Bulletin of the Emirates Natural History Group",,,Published,An illustrated checklist of the damselflies and dragonflies of the United Arab Emirates,journal article,,8,1998
Assessment,,,"Tourenq, C., Barcelo, I., Kumari, A. and Drew, C.",,,,59812,,,,,29 pp.,"P.O. Box 45553, Abu Dhabi","Terrestrial Environment Research Centre, Environmental Research and Wildlife Development Agency",,,,,Published,"The terrestrial mammals, reptiles and invertebrates of Al Wathba Wetland Reserve - A species list and status report. ",report,,,2005
Assessment,,7663,"Schneider, W. and Dumont, H.J.",,,,59812,,,,,211-231,"Aden, 1996",,,First International Scientific Symposium on Socotra Island: present and future,,,Published,Checklist of the Dragonflies and Damselflies of Soqotra Island (Insecta: Odonata),conference proceedings,,1,1998
Assessment,,,"Wilson, K.D.P.",,,,59812,,,,,56-57,,,,"Agrion, newsletter of the Worldwide Dragonfly Association",,,Published,A brief trip to United Arab Emirates and northern Oman,journal article,,12,2008
Assessment,,,"Meurgey, F. (coord.)",,,,59812,,,,,139,Versailles,Société française d'Odonatologie,,,,,Published,Les Odonates des Départements et Collectivités d'outre-mer français,book,,,2006
Assessment,,,"Martiré, D.",,,,59812,,,,,72,Mèze,Biotope  (collection Parthenope) and Muséum national d'histoire naturelle,,,,,Published,Les Libellules et Ephémères de La Réunion,book,,,2010
Assessment,,7656,"Dumont, H.J. and Al-Safadi, M.M.",,,,59812,,,,,,Journal,,,,,,,Further additions to the Dragonfly Fauna of the Republic of Yemen (Odonata),rldb,,,1993
Assessment,,,"McLachlan, R.",,,,59812,,,,1,398-403,Liverpool,Liverpool Museum,Forbes H.O.,The Natural History of Sokotra and Abd-el-Kuri,,,Published,The Dragon-flies of Sokotra,book section,,1,1903
Assessment,,7660,"Kimmins, D.E.",,,,59812,,,,,,Journal,,,,,,,The Odonata and Neuroptera of the Island of Socotra,rldb,,,1961
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,59812,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Al-Safadi, M.M.",,,,59812,,,,,18-30.,,,,Fauna of Saudi Arabia,,,,Dragonflies (Odonata) of the Yemen Arab Republic,Journal Article,,11,1990
Assessment,,6879,"Waterston, A.R.",,,,59812,,,,,,Journal,,,,,,,Insects of Southern Arabia. Odonata from the Yemens and Saudi Arabia,rldb,,,1984
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,59812,,Schneider W. and Dumont H.J. 1997. The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist. <i>Fauna of Saudi Arabia</i> 16: 89–110.,,,89-110,,,,Fauna of Saudi Arabia,,,,The dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,Journal Article,,16,1997
Assessment,,,"Waterston, A.R. and Pittaway, A.R.",,,,59812,,Waterston A.R. and Pittaway A.R. 1989. The Odonata or dragonflies of Oman and neighbouring territories. <i>Journal of Oman Studies</i> 10: 131–168. [often dated 1991],,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,UEA natur forum,,,,59812,,,,,,,,,,,,Published,,electronic source,http://www.uaebirding.com/forum/,,2010-2012
Assessment,,,"Schneider, W. and Krupp, F.",,,,59812,,,,,63-78,,,,Fauna of Saudi Arabia,,,Published,"Dragonfly records from Saudi Arabia, with an annotated checklist of the species from the Arabian Peninsula (Insecta: Odonata)",journal article,,13,1993
Assessment,,,"Samways, M.J.",,,,59819,,,,,341-368,,,,Odonatologica,,,Published,National Red List of South African Odonata,journal article,,35,2006
Assessment,,,"Dumont, H.J. and Al-Safadi, M.M.",,,,59819,,,,,114-117,,,,Notulae odonatologicae,,,Published,Additions to the dragonfly fauna of Yemen,journal article,,3,1991
Assessment,,,"Van der Weide, M.J.T. and Kalkman, V.J.",,,,59819,,,,,52-54,,,,"Agrion, Newsletter of the Worldwide Dragonfly Association",,,Published,Some new records of dragonflies from Oman,journal article,,12,2008
Assessment,,7663,"Schneider, W. and Dumont, H.J.",,,,59819,,,,,211-231,"Aden, 1996",,,First International Scientific Symposium on Socotra Island: present and future,,,Published,Checklist of the Dragonflies and Damselflies of Soqotra Island (Insecta: Odonata),conference proceedings,,1,1998
Assessment,,,"Longfield, C.",,,,59819,,,,,13–42,,,,Publicações Culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Waterston, A.R. and  Pittaway, A.R.",,,,59819,,,,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,59819,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Ris, F.",,,,59819,,,,,97-112,,,,Revue Suisse de Zoologie,,,,Odonata aus Süd-Angola,Journal Article,,38,1931
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,59819,,,,,,,,,"Proceedings of the First International Scientific Symposium on Socotra Island: present and future. Aden, 1996.",,,,Checklist of the Dragonflies and Damselflies of Soqotra Island (Insecta: Odonata). In: Proceedings of the First International Scientific Symposium on Socotra Island: present and future,Report,,,1998
Assessment,,,"Dijkstra, K.-D.B.",,,,59819,,,,,121-144,,,,Tijdschrift voor Entomologie,,,,"The <i>Atoconeura</i> problem revisited: taxonomy, phylogeny and biogeography of a dragonfly genus in the highlands of Africa (Odonata: Libellulidae)",Journal Article,,149,2006
Assessment,,,"May, L.M.",,,,59819,,,,,387–408,,,,Systematic Entomology,,,,Phylogeny and taxonomy of the damselfly genus <i>Enallagma</i> and related taxa (Odonata: Zygoptera: Coenagrionidae),Journal Article,,27,2002
Assessment,,,"Pinhey, E.",,,,59819,,,,,1–16,,,,Arnoldia,,,,A collection of Odonata from Angola,Journal Article,,23,1975
Assessment,,,"Pinhey, E.",,,,59819,,,,,1-64,,,,Smithersia,,,,A check-list of the Odonata of Zimbabwe and Zambia,Journal Article,,3,1984
Assessment,,,"Pinhey, E.",,,,59819,,,,,557-631,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,Checklist of the Odonata of Mozambique,Journal Article,,6,1981
Assessment,,,"Pinhey, E.",,,,59819,,,,,147-188,,,,Journal of the Entomological Society of southern Africa,,,,A survey to the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59819,,,,,,Nylstroom,Privately published by the authors,,,,,Published,A fieldguide to the damselflies of South Africa,book,,,2005
Assessment,,,"Longfield, C.",,,,59819,,,,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,59819,,,,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Pinhey, E.",,,,59819,,,,,81-86,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Some dragonflies (Odonata) from Angola; and descriptions of three new species of the family Gomphidae,Journal Article,,56,1961
Assessment,,,"Pinhey, E.",,,,59819,,,,,97–129,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,Dragonflies (Odonata) of the Angola–Congo borders of Rhodesia,Journal Article,,63,1964
Assessment,,,"Pinhey, E.",,,,59819,,,,,1-48,,,,Journal of the Entomological Society of southern Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 2. Anisoptera,Journal Article,,48,1985
Assessment,,,"Pinhey, E.",,,,59819,,,,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Pinhey, E.",,,,59819,,,,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Pinhey, E.",,,,59819,,,,,71-76,,,,Publiçaciones culturais Companhia de Diamantes de Angola Lisboa,,,,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",Journal Article,,56,1961
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59819,,,,,,Nylstroom,Privately published by the authors,,,,,,A fieldguide to the dragonflies of South Africa,Book,,,2002
Assessment,,,"Dijkstra, K.-D.B. and Clausnitzer, V.",,,,59819,,,,,,,,,,,,,"An annotated checklist of the dragonflies (Odonata) of eastern Africa, with critical lists for Ethiopia, Kenya, Malawi, Tanzania and Uganda, new records, taxonomic notes and descriptions of new species",Journal Article,,in prep.,2005
Assessment,,,"Samways, M.J.",,,,59819,,,,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Kipping, J.",,,,59819,,,,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,"Longfield, C.",,,,59819,,,,,1–31,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,59819,,,,,17-Jan,,,,Arnoldia,,,,Odonata of Ngamiland,Journal Article,,15,1967
Assessment,,,"Samways, M.J.",,,,59819,,,,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Clausnitzer, V. and Dijkstra, K.–D.B.",,,,59819,,,,,,,,,,,,Published,The dragonflies of Eastern Africa. An identification key,journal article,,,in prep
Assessment,,,"Schneider, W. and Dumont, H.J.",,,,59819,,Schneider W. and Dumont H.J. 1997. The Dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist. <i>Fauna of Saudi Arabia</i> 16: 89–110.,,,89-110,,,,Fauna of Saudi Arabia,,,,The dragonflies and damselflies (Insecta: Odonata) of Oman. An updated and annotated checklist,Journal Article,,16,1997
Assessment,,,"Reimer, R.W.",,,,59819,,,,,45-47,,,,"AGRION, Newsletter of the Worldwide Dragonfly Association",,,Published,Additional records for Oman,journal article,,13,2009
Assessment,,,"Martens, A., Jödicke, R. and Suhling, F.",,,,59819,,,,,139–160,,,,Cimbebasia,,,Published,Annotated checklist of the Odonata of Namibia,journal article,,18,2003
Assessment,,,IUCN,04-May-06,,,59819,,,05-Jun-06,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,IUCN 2006,,2006 IUCN Red List of Threatened Species,electronic source,www.iucnredlist.org,2006,2006
Assessment,,,"Dumont, H.J. and Al-Safadi, M.M.",,,,59828,,,,,114-117,,,,Notulae odonatologicae,,,Published,Additions to the dragonfly fauna of Yemen,journal article,,3,1991
Assessment,,,"Al-Safadi, M.M.",,,,59828,,,,,203-209,,,,Hydrobiologia,,,Published,"A pilot study of lake Ma'rib, Yemen",journal article,,315,1995
Assessment,,,"Reimer, R.W., Feulner, G.R. and Hornby, R.J., ",,,,59828,,,,,28-39,,,,Tribulus,,,Published,Errata and addenda: updated illustrated checklist of dragonflies of the UAE – including a third species of Ischnura damselfly,journal article,http://www.enhg.org/Home/Publications/Tribulus.aspx,18,2009
Assessment,,,"Van der Weide, M.J.T. and Kalkman, V.J.",,,,59828,,,,,52-54,,,,"Agrion, Newsletter of the Worldwide Dragonfly Association",,,Published,Some new records of dragonflies from Oman,journal article,,12,2008
Assessment,,7663,"Schneider, W. and Dumont, H.J.",,,,59828,,,,,211-231,"Aden, 1996",,,First International Scientific Symposium on Socotra Island: present and future,,,Published,Checklist of the Dragonflies and Damselflies of Soqotra Island (Insecta: Odonata),conference proceedings,,1,1998
Assessment,,,"Samways, M.J.",,,,59828,,"Odonata, dragonflies, South Africa, red listing",,,43-52,,,,African Entomology,,,Published,A strategy for national red listing invertebrates based on experiences with Odonata in South Africa,journal article,,10,2002
Assessment,,,"Pinhey, E.",,,,59828,,"Odonata, dragonflies, Angola, Gomphidae",,,71-76,,,,Publiçacões culturais Companhia de Diamantes de Angola Lisboa,,,Published,"A collection of Odonata from Dundo, Angola. With the descriptions of two new species of Gomphids",journal article,,56,1961
Assessment,,,"Meurgey, F. (coord.)",,,,59828,,,,,139,Versailles,Société française d'Odonatologie,,,,,Published,Les Odonates des Départements et Collectivités d'outre-mer français,book,,,2006
Assessment,,6899,"Waterston, A.R.",,,,59828,,,,,,Journal,,,,,,,Insects of Saudi Arabia. Odonata,rldb,,,1980
Assessment,,,"Martiré, D.",,,,59828,,,,,72,Mèze,Biotope  (collection Parthenope) and Muséum national d'histoire naturelle,,,,,Published,Les Libellules et Ephémères de La Réunion,book,,,2010
Assessment,,,"Tarboton, W. and Tarboton, M.",,,,59828,,"Odonata, dragonflies, South Africa",,,,Nylstroom,Tarboton and Tarboton,,,,,Published,A field guide to the dragonflies of South Africa,book,,,2002
Assessment,,,"Lambret, P. and Boudot, J.-P.",,,,59828,,,,,153-155,,,,"Martinia, ",,,Published,"<i>Nesciothemis farinosa</i> (Förster, 1898) et <i>Orthetrum ransonnetii </i>(Brauer, 1868) nouveaux pour l'Arabie Saoudite et autres observations d'Odonates sur les reliefs côtiers de la Mer Rouge",journal article,,25,2009
Assessment,,,"Longfield, C.",,,,59828,,"Longfield, C. 1959. The Odonata of North Angola. Part II. <i>Publicacoes Culturais Companhia de Diamantes de Angola</i> 45:13–42.",,,15-41,,,,Publicações culturais Companhia de Diamantes de Angola,,,Published,The Odonata of North Angola. Part II,journal article,,45,1959
Assessment,,,"Waterston, A.R.",,,,59828,,,,,149-151,,,,Journal of Oman studies. Special Report,,,Published,The Dragonflies (Odonata) of Dhofar,journal article,,2,1980
Assessment,,7656,"Dumont, H.J. and Al-Safadi, M.M.",,,,59828,,,,,,Journal,,,,,,,Further additions to the Dragonfly Fauna of the Republic of Yemen (Odonata),rldb,,,1993
Assessment,,,"McLachlan, R.",,,,59828,,,,1,398-403,Liverpool,Liverpool Museum,Forbes H.O.,The Natural History of Sokotra and Abd-el-Kuri,,,Published,The Dragon-flies of Sokotra,book section,,1,1903
Assessment,,7660,"Kimmins, D.E.",,,,59828,,,,,,Journal,,,,,,,The Odonata and Neuroptera of the Island of Socotra,rldb,,,1961
Assessment,,,"Waterston, A.R. and  Pittaway, A.R.",,,,59828,,,,,131-168,,,,Journal of Oman Studies,,,Published,The Odonata or Dragonflies of Oman and neighbouring territories,journal article,,10,1991 (1989)
Assessment,,,"Riservato, E., Grieco, C., Pella, F., Sindaco, R., Pupin, F., Suleiman, A.S. and Fasola, M.",,,,59828,,,,,101-106,,,,Zoology in the Middle East,,,Published,A contribution to the knowledge of the odonatofauna of the Socotra Archipelago (Yemen),journal article,,50,2010
Assessment,,,"Al-Safadi, M.M.",,,,59828,,,,,18-30.,,,,Fauna of Saudi Arabia,,,,Dragonflies (Odonata) of the Yemen Arab Republic,Journal Article,,11,1990
Assessment,,,"Krupp, F., Apel, M., Hamoud, A., Schneider, W. and Zajonz, U.",,,,59828,,,,,11-32.,,,,Fauna of Arabia,,,Published,Zoological survey in the Red Sea coastal zone of Yemen.,journal article,,21,2006
Assessment,,,"Martens, A. Jödicke, R. and Suhling, F.",,,,59828,,"Martens, A. Jödicke, R. and Suhling, F. 2003. Annotated checklist of the Odonata of Namibia. <i>Cimbebasia</i> 18: 139–160.",,,139-160,,,,Cimbebasia,,,,Annotated checklist of the Odonata of Namibia,Journal Article,,18,2003
Assessment,,,"Pinhey, E.",,,,59828,,"Odonata, dragonflies, South Africa",,,147-188,,,,Journal of the Entomological Society of South Africa,,,,A survey of the dragonflies (Odonata) of South Africa. Part 1,Journal Article,,47,1984
Assessment,,,"Pinhey, E.",,,,59828,,"Odonata, dragonflies, Botswana",,,524-601,,,,"Occasional papers of the national Museums and Monuments of Rhodesia, Series B",,,,"Dragonflies (Odonata) of Botswana, with ecological notes",Journal Article,,5,1976
Assessment,,,"Suhling, F., Sahlén, G., Martens, A., Marais, E. and Schütte, C.",,,,59828,,"Odonata, dragonflies, Namibia",,,311-332,,,,Biodiversity and Conservation,,,,Dragonfly assemblages in arid tropical environments: a case study from western Namibia,Journal Article,,15,2006
Assessment,,,"Longfield, C.",,,,59828,,"Longfield, C. 1947. The Odonata of South Angola. <i>Arquivos do Museu Bocage, Lisboa</i> 16: 1–31.",,,31-Jan,,,,"Arquivos do Museu Bocage, Lisboa",,,,The Odonata of South Angola,Journal Article,,16,1947
Assessment,,,"Pinhey, E.",,,,59828,,"Odonata, dragonflies, Angola",,,159-164,,,,"Revista de Biologia, Lisboa",,,,"Odonata from Luanda and the Lucala River, Angola",Journal Article,,5,1965
Assessment,,,"Kipping, J.",,,,59828,,"Odonata, dragonflies, Botswana, checklist",,,In press,,,,Cimbebasia Memoirs,,,,The Odonata of Botswana - an annotated checklist,Journal Article,,5,2006
Assessment,,,IUCN,04-May-06,,,59828,,"Species, Red List",05-Jun,,,"Gland, Switzerland and Cambridge, UK",IUCN - The World Conservation Union,,,,2006 IUCN Red List,,2006 IUCN Red List of Threatened Species,Electronic Source,www.iucnredlist.org,2006,2006
Assessment,,,"Samways, M.J.",,,,59828,,"Odonata, dragonflies, South Africa",,,13-62,,,,Odonatologica,,,,Diversity and conservation status of South African dragonflies (Odonata),Journal Article,,28,1999
Assessment,,,"Longfield, C.",,,,59828,,"Odonata, dragonflies, Angola",,,11-64,,,,Publicações culturais Companhia de Diamantes de Angola,,,,The Odonata of North Angola. Part I,Journal Article,,27,1955
