Reference_type,access_date,alternate_title,author,date,edition,externalBibCode,internal_taxon_id,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Taxonomy,,"","Frost, D.R.","","",,57720,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,57721,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,57722,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,57950,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,57951,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58057,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58058,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58059,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58060,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58061,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58062,"","",27 January 2014,"","","New York, USA. ","American Museum of Natural History, New York, USA.","","","","",Published,Amphibian Species of the World: an Online Reference. Version 6 (27 January 2014),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2014,2014
Taxonomy,,"","Frost, D.R.","","",,58063,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58066,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58067,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58069,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58070,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58071,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58072,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58073,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58076,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58086,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58124,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58128,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58153,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58174,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58177,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58184,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58190,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58296,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58490,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58511,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58516,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,2015,2015
Taxonomy,,"","Frost, D.R.","","",,58519,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58529,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58535,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58764,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58765,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58767,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58768,"","","","","","New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0 (31 March 2016),electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2016
Taxonomy,,"","Frost, D.R.","","",,58772,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58773,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58776,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
Taxonomy,,"","Frost, D.R.","","",,58777,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","",Published,Amphibian Species of the World: an Online Reference. Version 5.6 (9 January 2013). Electronic Database,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2013
